"wikipathways","kegg","LCS","Gene Agreement","GenePair Agreement"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","guanine_ribonucleotide_biosynthesis_imp_=>_gdp,gtp","24","0.079","0.011"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","phosphatidylcholine_(pc)_biosynthesis,_choline_=>_pc","31","0.030","0.001"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","pentose_phosphate_pathway,_oxidative_phase,_glucose_6p_=>_ribulose_5p","28","0.069","0.008"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","ski_complex","8","0.030","0.001"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","mrx_complex","6","0.030","0.001"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","phosphatidylethanolamine_(pe)_biosynthesis,_ethanolamine_=>_pe","31","0.030","0.001"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","lsm_1-7_complex","8","0.069","0.008"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","glycolysis,_core_module_involving_three-carbon_compounds","18","0.160","0.051"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","sm_core_complex","9","0.069","0.008"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","cell_cycle_-_g2/m_transition","12","0.059","0.006"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","dna_polymerase_alpha_/_primase_complex","15","0.040","0.002"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","decapping_complex","10","0.050","0.004"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","sec61_complex","8","0.050","0.004"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","mcm_complex","7","0.059","0.006"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","spliceosome,_u1-snrnp","11","0.088","0.014"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","cap_binding_complex","11","0.020","0.000"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","h/aca_ribonucleoprotein_complex","14","0.040","0.002"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","origin_recognition_complex","12","0.059","0.006"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","n-glycan_precursor_trimming","10","0.040","0.002"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","gins_complex","7","0.040","0.002"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","tetrahydrofolate_biosynthesis,_gtp_=>_thf","22","0.069","0.008"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","lsm_2-8_complex","8","0.069","0.008"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","proteasome,_19s_regulatory_particle_(pa700)","15","0.177","0.063"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","rf-c_complex","7","0.050","0.004"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","lysine_biosynthesis,_aaa_pathway,_2-oxoglutarate_=>_2-aminoadipate_=>_lysine","22","0.088","0.014"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","threonine_biosynthesis,_aspartate_=>_homoserine_=>_threonine","20","0.050","0.004"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","phosphatidylcholine_(pc)_biosynthesis,_pe_=>_pc","32","0.020","0.000"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","holo-tfiih_complex","11","0.097","0.017"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","serine_biosynthesis,_glycerate-3p_=>_serine","19","0.040","0.002"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","cytochrome_bc1_complex","10","0.125","0.029"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","escrt-iii_complex","11","0.079","0.011"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","16","0.040","0.002"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","28","0.059","0.006"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","valine/isoleucine_biosynthesis,_pyruvate_=>_valine_/_2-oxobutanoate_=>_isoleucine","24","0.059","0.006"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","c1-unit_interconversion,_eukaryotes","13","0.040","0.002"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","lysine_biosynthesis,_2-oxoglutarate_=>_2-oxoadipate","19","0.050","0.004"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","gaba_(gamma-aminobutyrate)_shunt","11","0.030","0.001"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","n-glycosylation_by_oligosaccharyltransferase","17","0.088","0.014"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","coenzyme_a_biosynthesis,_pantothenate_=>_coa","20","0.050","0.004"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","fatty_acid_biosynthesis,_initiation","21","0.050","0.004"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","gpi-anchor_biosynthesis,_core_oligosaccharide","21","0.079","0.011"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","pentose_phosphate_pathway_(pentose_phosphate_cycle)","24","0.134","0.034"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","adenine_ribonucleotide_biosynthesis,_imp_=>_adp,atp","25","0.079","0.011"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","pyrimidine_ribonucleotide_biosynthesis,_ump_=>_udp/utp,cdp/ctp","26","0.040","0.002"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","23","0.059","0.006"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","p97-ufd1-npl4_complex","8","0.030","0.001"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","22","0.030","0.001"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","citrate_cycle_(tca_cycle,_krebs_cycle)","14","0.235","0.117"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","glycolysis_(embden-meyerhof_pathway),_glucose_=>_pyruvate","17","0.235","0.117"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","methionine_salvage_pathway","11","0.097","0.017"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","apc/c_complex","8","0.125","0.029"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","rna_polymerase_ii,_eukaryotes","12","0.116","0.025"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","ornithine_biosynthesis,_glutamate_=>_ornithine","19","0.040","0.002"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","assimilatory_sulfate_reduction,_sulfate_=>_h2s","16","0.050","0.004"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","eif4f_complex","7","0.050","0.004"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","uridine_monophosphate_biosynthesis,_glutamine_(+_prpp)_=>_ump","27","0.079","0.011"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","prpp_biosynthesis,_ribose_5p_=>_prpp","19","0.050","0.004"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","dna_damage-induced_cell_cycle_checkpoints","16","0.050","0.004"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","copii_complex","11","0.050","0.004"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","ergocalciferol_biosynthesis","20","0.050","0.004"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","rna_polymerase_iii,_eukaryotes","13","0.151","0.045"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","20","0.020","0.000"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","scf-met30_complex","9","0.040","0.002"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","phenylalanine_biosynthesis,_chorismate_=>_phenylalanine","21","0.030","0.001"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","tramp_complex","7","0.050","0.004"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","histidine_biosynthesis,_prpp_=>_histidine","23","0.069","0.008"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","ribosome,_eukaryotes","9","0.773","0.975"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","escrt-ii_complex","11","0.030","0.001"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","tryptophan_biosynthesis,_chorismate_=>_tryptophan","21","0.050","0.004"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","proteasome,_20s_core_particle","11","0.134","0.034"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","c10-c20_isoprenoid_biosynthesis,_non-plant_eukaryotes","25","0.030","0.001"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","nucleotide_sugar_biosynthesis,_glucose_=>_udp-glucose","22","0.106","0.021"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","fatty_acid_biosynthesis,_elongation","21","0.030","0.001"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","rna_polymerase_i,_eukaryotes","12","0.134","0.034"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","exosome,_eukaryotes","8","0.097","0.017"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","dna_polymerase_epsilon_complex","12","0.050","0.004"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","leucine_biosynthesis,_2-oxoisovalerate_=>_2-oxoisocaproate","19","0.040","0.002"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","n-glycan_precursor_biosynthesis","20","0.125","0.029"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","cytochrome_bc1_complex_respiratory_unit","15","0.059","0.006"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","dna_polymerase_zeta  complex","11","0.020","0.000"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","polyamine_biosynthesis,_arginine_=>_ornithine_=>_putrescine","20","0.020","0.000"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","ubiquinone_biosynthesis,_eukaryotes,_4-hydroxybenzoate_=>_ubiquinone","20","0.050","0.004"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","pyruvate_oxidation,_pyruvate_=>_acetyl-coa","15","0.050","0.004"
"sc_phosphatidic_acid_and_phospholipid_biosynthesis_wp472_71340","scf-cdc4_complex","10","0.040","0.002"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","c5_isoprenoid_biosynthesis,_mevalonate_pathway","17","0.030","0.001"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","gluconeogenesis,_oxaloacetate_=>_fructose-6p","15","0.067","0.005"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","aminoacyl-trna_biosynthesis,_eukaryotes","16","0.130","0.022"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","scf-grr1_complex","7","0.015","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","shikimate_pathway,_phosphoenolpyruvate_+_erythrose-4p_=>_chorismate","17","0.015","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","n-glycan_biosynthesis,_high-mannose_type","15","0.041","0.002"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","cell_cycle_-_g1/s_transition","11","0.023","0.001"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","citrate_cycle,_first_carbon_oxidation,_oxaloacetate_=>_2-oxoglutarate","23","0.034","0.001"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","succinate_dehydrogenase_(ubiquinone)","14","0.026","0.001"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","galactose_degradation,_leloir_pathway,_galactose_=>_alpha-d-glucose-1p","21","0.015","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","citrate_cycle,_second_carbon_oxidation,_2-oxoglutarate_=>_oxaloacetate","25","0.063","0.005"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","beta-oxidation,_acyl-coa_synthesis","15","0.015","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","escrt-0_complex","7","0.008","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","proline_biosynthesis,_glutamate_=>_proline","15","0.015","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","phosphatidylethanolamine_(pe)_biosynthesis,_pa_=>_ps_=>_pe","18","0.015","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","glyoxylate_cycle","6","0.041","0.002"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","exosome,_archaea","9","0.015","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","isoleucine_biosynthesis,_threonine_=>_2-oxobutanoate_=>_isoleucine","19","0.030","0.001"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","camp_signaling","8","0.023","0.001"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","f-type_atpase,_eukaryotes","13","0.063","0.005"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","sphingosine_degradation","10","0.011","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","inosine_monophosphate_biosynthesis,_prpp_+_glutamine_=>_imp","18","0.034","0.001"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","guanine_ribonucleotide_biosynthesis_imp_=>_gdp,gtp","14","0.030","0.001"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","phosphatidylcholine_(pc)_biosynthesis,_choline_=>_pc","17","0.011","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","pentose_phosphate_pathway,_oxidative_phase,_glucose_6p_=>_ribulose_5p","20","0.026","0.001"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","ski_complex","5","0.011","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","mrx_complex","4","0.011","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","phosphatidylethanolamine_(pe)_biosynthesis,_ethanolamine_=>_pe","19","0.011","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","lsm_1-7_complex","6","0.026","0.001"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","glycolysis,_core_module_involving_three-carbon_compounds","16","0.063","0.005"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","sm_core_complex","8","0.026","0.001"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","cell_cycle_-_g2/m_transition","11","0.023","0.001"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","dna_polymerase_alpha_/_primase_complex","12","0.015","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","decapping_complex","7","0.019","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","sec61_complex","6","0.019","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","mcm_complex","5","0.023","0.001"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","spliceosome,_u1-snrnp","11","0.034","0.001"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","cap_binding_complex","9","0.008","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","h/aca_ribonucleoprotein_complex","12","0.015","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","origin_recognition_complex","11","0.023","0.001"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","n-glycan_precursor_trimming","9","0.015","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","gins_complex","6","0.015","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","tetrahydrofolate_biosynthesis,_gtp_=>_thf","15","0.026","0.001"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","lsm_2-8_complex","6","0.026","0.001"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","proteasome,_19s_regulatory_particle_(pa700)","16","0.070","0.006"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","rf-c_complex","5","0.019","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","lysine_biosynthesis,_aaa_pathway,_2-oxoglutarate_=>_2-aminoadipate_=>_lysine","19","0.034","0.001"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","threonine_biosynthesis,_aspartate_=>_homoserine_=>_threonine","17","0.019","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","phosphatidylcholine_(pc)_biosynthesis,_pe_=>_pc","16","0.008","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","holo-tfiih_complex","6","0.038","0.002"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","serine_biosynthesis,_glycerate-3p_=>_serine","15","0.015","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","cytochrome_bc1_complex","9","0.049","0.003"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","escrt-iii_complex","7","0.030","0.001"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","sln1-ypd1-ssk1/skn7_(osmosensing)_two-component_regulatory_system","17","0.015","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","pentose_phosphate_pathway,_non-oxidative_phase,_fructose_6p_=>_ribose_5p","20","0.023","0.001"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","valine/isoleucine_biosynthesis,_pyruvate_=>_valine_/_2-oxobutanoate_=>_isoleucine","19","0.023","0.001"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","c1-unit_interconversion,_eukaryotes","17","0.015","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","lysine_biosynthesis,_2-oxoglutarate_=>_2-oxoadipate","17","0.019","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","gaba_(gamma-aminobutyrate)_shunt","14","0.011","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","n-glycosylation_by_oligosaccharyltransferase","15","0.034","0.001"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","coenzyme_a_biosynthesis,_pantothenate_=>_coa","18","0.019","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","fatty_acid_biosynthesis,_initiation","21","0.019","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","gpi-anchor_biosynthesis,_core_oligosaccharide","13","0.030","0.001"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","pentose_phosphate_pathway_(pentose_phosphate_cycle)","17","0.052","0.003"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","adenine_ribonucleotide_biosynthesis,_imp_=>_adp,atp","16","0.030","0.001"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","pyrimidine_ribonucleotide_biosynthesis,_ump_=>_udp/utp,cdp/ctp","17","0.015","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","fatty_acid_biosynthesis,_elongation,_endoplasmic_reticulum","27","0.023","0.001"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","p97-ufd1-npl4_complex","5","0.011","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","nucleotide_sugar_biosynthesis,_galactose_=>_udp-galactose","18","0.011","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","citrate_cycle_(tca_cycle,_krebs_cycle)","13","0.095","0.011"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","glycolysis_(embden-meyerhof_pathway),_glucose_=>_pyruvate","16","0.095","0.011"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","methionine_salvage_pathway","13","0.038","0.002"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","apc/c_complex","5","0.049","0.003"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","rna_polymerase_ii,_eukaryotes","12","0.045","0.002"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","ornithine_biosynthesis,_glutamate_=>_ornithine","16","0.015","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","assimilatory_sulfate_reduction,_sulfate_=>_h2s","21","0.019","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","eif4f_complex","5","0.019","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","uridine_monophosphate_biosynthesis,_glutamine_(+_prpp)_=>_ump","19","0.030","0.001"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","prpp_biosynthesis,_ribose_5p_=>_prpp","13","0.019","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","dna_damage-induced_cell_cycle_checkpoints","12","0.019","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","copii_complex","5","0.019","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","ergocalciferol_biosynthesis","11","0.019","0.000"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","rna_polymerase_iii,_eukaryotes","12","0.059","0.004"
"sc_fatty_acid_elongation,_unsaturated_wp16_71346","cysteine_biosynthesis,_homocysteine_+_serine_=>_cysteine","16","0.008","0.000"
